监测时间,地点,SO2监测浓度(μg/m³),NO2监测浓度(μg/m³),PM10监测浓度(μg/m³),PM2.5监测浓度(μg/m³),O3监测浓度(μg/m³),CO监测浓度(mg/m³),温度(℃),湿度(%),气压(MBar),近地风速(m/s),风向(°)
2019/4/28 3:00,监测点A2,3,65,42,26,3,0.8,22,83,1009.5,1.9,8
2019/4/28 4:00,监测点A2,4,63,47,26,2,0.9,22,84,1010,1,8.3
2019/4/28 5:00,监测点A2,4,58,47,27,2,0.9,22,84,1010,0.8,5.9
2019/4/28 6:00,监测点A2,3,55,50,31,6,0.9,22,83,1010.6,1,5.7
2019/4/28 7:00,监测点A2,3,49,43,29,18,1,22.9,81,1011,1.3,7.1
2019/4/28 8:00,监测点A2,3,45,50,28,32,0.9,23,78,1011.4,1.4,7.8
2019/4/28 9:00,监测点A2,3,49,47,30,39,0.9,23.7,76,1012,1.3,8.7
2019/4/28 10:00,监测点A2,3,43,46,30,52,0.8,24,74,1012,1.2,7.8
2019/4/28 11:00,监测点A2,3,44,37,23,55,0.8,24.9,72,1011.3,1.1,8.2
2019/4/28 12:00,监测点A2,4,38,41,20,61,0.7,25.8,68,1010.8,1.3,8
2019/4/28 13:00,监测点A2,4,29,41,23,80,0.7,26.5,66,1010,1.3,8
2019/4/28 14:00,监测点A2,4,36,36,21,74,0.7,27,65,1009,1.3,12
2019/4/28 15:00,监测点A2,4,33,40,24,89,0.7,27.4,64,1008,1.2,14.3
2019/4/28 16:00,监测点A2,4,27,53,21,95,0.7,27.1,65,1008,1.8,15.9
2019/4/28 17:00,监测点A2,6,28,43,24,102,0.7,27,65,1007.1,1.6,15.5
2019/4/28 18:00,监测点A2,8,32,52,27,79,0.8,27,68,1007.9,1.7,16.2
2019/4/28 19:00,监测点A2,3,29,57,26,53,0.8,26.4,68,1008.6,1.7,16.2
2019/4/28 20:00,监测点A2,2,32,44,23,39,0.8,26,71,1009.4,1,15.8
2019/4/28 21:00,监测点A2,2,28,47,21,41,0.7,26,73,1010,1.6,15.9
2019/4/28 22:00,监测点A2,2,28,38,20,40,0.7,25,74,1010,0.9,14.4
2019/4/28 23:00,监测点A2,2,30,43,24,35,0.7,25,75,1010,0.4,14.3
2019/4/29 0:00,监测点A2,2,36,43,23,25,0.7,25,77,1009.6,0.4,11.7
2019/4/29 1:00,监测点A2,2,30,40,26,30,0.7,24.5,78,1009,0.4,12.8
2019/4/29 2:00,监测点A2,3,45,39,20,11,0.7,24,79,1008.5,0.6,7.6
2019/4/29 3:00,监测点A2,4,57,45,23,2,0.7,24,81,1008,0.6,8
2019/4/29 4:00,监测点A2,5,60,47,25,2,0.8,24,81,1008,0.3,7
2019/4/29 5:00,监测点A2,5,62,49,24,2,0.7,24,81,1008,1.1,7.9
2019/4/29 6:00,监测点A2,4,60,49,25,3,0.8,24,80,1008.4,1,7.3
2019/4/29 7:00,监测点A2,4,57,51,30,4,0.9,24,79,1009,1,7.4
2019/4/29 8:00,监测点A2,0,0,0,0,0,0,0,0,0,0,0
2019/4/29 9:00,监测点A2,0,0,0,0,0,0,0,0,0,0,0
2019/4/29 11:00,监测点A2,6,40,69,32,65,0.8,28.7,63,1008.6,1.8,12.5
2019/4/29 12:00,监测点A2,5,23,61,30,118,0.8,29.5,58,1007.7,2.2,16.1
2019/4/29 13:00,监测点A2,4,22,54,29,117,0.7,29.8,59,1007,2.2,16.4
2019/4/29 14:00,监测点A2,4,16,54,21,84,0.7,29.9,56,1006,2.8,16.5
2019/4/29 15:00,监测点A2,3,16,42,18,82,0.7,29.5,59,1005.1,2.6,16.3
2019/4/29 16:00,监测点A2,4,16,122,65,76,0.7,29.6,59,1004.4,2.9,15.6
2019/4/29 17:00,监测点A2,6,19,968,965,63,0.7,29,60,1004,3,15.3
2019/4/29 18:00,监测点A2,6,23,45,17,50,0.7,28.3,63,1005,3.2,15.5
2019/4/29 19:00,监测点A2,4,22,36,20,39,0.8,28,66,1005.8,2.6,15.4
2019/4/29 20:00,监测点A2,5,34,38,19,21,0.8,27.1,70,1006,2.2,15.8
2019/4/29 21:00,监测点A2,14,47,40,15,8,0.8,27,72,1006.8,2.4,15.8
2019/4/29 22:00,监测点A2,11,29,43,27,20,0.7,27,74,1007,2.1,15.6
2019/4/29 23:00,监测点A2,5,23,35,15,23,0.7,26.1,74,1007,1.3,15.9
2019/4/30 0:00,监测点A2,4,34,34,16,9,0.7,26,76,1006.5,0.8,9.4
2019/4/30 1:00,监测点A2,3,40,36,14,2,0.7,26,79,1005.8,0.4,9.3
2019/4/30 2:00,监测点A2,3,35,36,17,6,0.7,26,78,1005,0.5,14.3
2019/4/30 3:00,监测点A2,3,28,33,16,11,0.7,26,77,1005,1,15.5
2019/4/30 4:00,监测点A2,4,26,34,18,13,0.7,26,78,1005,1,14.9
2019/4/30 5:00,监测点A2,3,34,30,15,5,0.7,26,78,1005,0.4,14.9
2019/4/30 6:00,监测点A2,4,33,32,17,7,0.7,26,79,1005,1,15.8
2019/4/30 7:00,监测点A2,5,32,37,20,11,0.8,26,79,1005,1.2,15
2019/4/30 8:00,监测点A2,6,32,36,24,15,0.9,27,75,1005.6,1.3,16.4
2019/4/30 9:00,监测点A2,6,36,38,18,23,0.9,25.9,76,1006,1.5,25
2019/4/30 10:00,监测点A2,3,33,43,20,46,0.8,23.9,83,1006.9,1.6,20.4
2019/4/30 11:00,监测点A2,2,29,14,11,71,0.8,24.2,78,1007,1.5,20.3
2019/4/30 12:00,监测点A2,3,24,20,10,94,0.8,24.9,72,1006.5,1.8,19.9
2019/4/30 13:00,监测点A2,4,24,17,10,105,0.8,25.9,65,1004.7,1.1,21.3
2019/4/30 14:00,监测点A2,3,27,16,10,118,0.8,26,64,1003.2,1.6,23.2
2019/4/30 15:00,监测点A2,3,31,34,13,99,0.8,26,63,1003,0.8,26.8
2019/4/30 16:00,监测点A2,4,39,32,17,95,0.9,26.3,62,1003,0.5,25.1
2019/4/30 17:00,监测点A2,4,35,34,22,110,1,26.6,62,1003.3,0.8,24.7
2019/4/30 18:00,监测点A2,5,37,44,24,100,1,26,66,1004,0.7,25.8
2019/4/30 19:00,监测点A2,5,47,54,29,74,1.1,26,67,1004.8,0.4,18.9
2019/4/30 20:00,监测点A2,4,46,58,28,59,1.1,26,68,1005.6,0.4,29.1
2019/4/30 21:00,监测点A2,4,66,55,26,28,1.1,25.5,71,1006.2,1.4,30.2
2019/4/30 22:00,监测点A2,4,39,73,34,25,1,23.5,75,1006.9,2.3,28.6
2019/4/30 23:00,监测点A2,3,37,26,14,24,0.9,23,73,1006.2,2.4,28.9
2019/5/1 0:00,监测点A2,3,35,22,12,27,0.9,23,71,1006,1.8,28.5
2019/5/1 1:00,监测点A2,3,40,19,12,14,1,22.1,73,1006,2,27.2
2019/5/1 2:00,监测点A2,4,30,27,15,22,0.9,22,70,1006,1.8,28
2019/5/1 3:00,监测点A2,4,22,17,10,27,0.9,21.1,69,1006,2.8,28.6
2019/5/1 4:00,监测点A2,3,20,13,8,30,0.9,21,68,1006,1.9,30.5
2019/5/1 5:00,监测点A2,3,20,13,6,31,0.9,20.5,68,1006.8,2.6,28.3
2019/5/1 6:00,监测点A2,4,22,15,8,30,0.9,20,67,1007.2,2.4,28.4
2019/5/1 7:00,监测点A2,5,26,17,15,27,1,20,66,1008,2.9,26.2
2019/5/1 8:00,监测点A2,5,30,23,14,25,1,21,65,1008.9,2.6,27.8
2019/5/1 9:00,监测点A2,5,29,58,16,27,1,21,64,1009.1,2.2,25.7
2019/5/1 10:00,监测点A2,4,27,61,16,32,1,21.8,61,1009.4,2.5,24.9
2019/5/1 11:00,监测点A2,4,30,36,10,39,1.1,23,59,1009,2.2,16.8
2019/5/1 12:00,监测点A2,3,31,37,15,50,1.1,23.8,57,1008.4,2,24.1
2019/5/1 13:00,监测点A2,3,25,32,15,78,1,24.8,55,1007.5,2,26.4
2019/5/1 14:00,监测点A2,3,22,31,17,94,1,25,54,1006.4,2.5,26.2
2019/5/1 15:00,监测点A2,3,22,54,14,88,1,24.9,55,1006,2.8,23.6
2019/5/1 16:00,监测点A2,2,24,48,20,78,1,24,56,1006,2.6,24.9
2019/5/1 17:00,监测点A2,2,28,42,15,69,1,24,56,1006,2.2,23.9
2019/5/1 18:00,监测点A2,2,31,129,23,64,1.1,24,56,1006.3,1.6,20.8
2019/5/1 19:00,监测点A2,2,35,43,24,54,1.1,24,57,1007,1.5,17.5
2019/5/1 20:00,监测点A2,2,37,38,21,44,1,24,57,1007.8,1.1,6.7
2019/5/1 21:00,监测点A2,2,34,28,17,36,1.1,24,60,1008.7,1.1,4.7
2019/5/1 22:00,监测点A2,4,30,38,19,38,1.1,23.1,59,1009,1.7,5.2
2019/5/1 23:00,监测点A2,3,24,29,19,46,1,23,59,1009,1.7,4.9
2019/5/2 0:00,监测点A2,2,25,31,18,44,1,22.6,60,1009,1.2,5.1
2019/5/2 1:00,监测点A2,3,31,36,25,37,1,22,60,1008.9,1.4,3.2
2019/5/2 2:00,监测点A2,2,29,40,27,37,1,22,60,1008,1.5,5.8
2019/5/2 3:00,监测点A2,2,26,33,23,43,0.9,22,58,1008,1.3,7.4
2019/5/2 4:00,监测点A2,1,31,29,22,38,0.9,22,58,1008,1.4,3.2
2019/5/2 5:00,监测点A2,2,26,29,22,40,0.9,21.4,61,1009,1.3,3.5
2019/5/2 6:00,监测点A2,2,27,36,22,36,1,20,72,1009.9,1.3,4.6
2019/5/2 7:00,监测点A2,1,34,35,20,27,1.1,19,81,1010.2,1.4,4
2019/5/2 8:00,监测点A2,2,34,31,29,29,1.1,19.5,79,1010.8,1.6,5.2
2019/5/2 9:00,监测点A2,2,38,32,23,31,1,20,75,1011,1.3,6.9
2019/5/2 10:00,监测点A2,2,39,32,24,34,1,20.5,73,1011.6,1.5,7.5
2019/5/2 11:00,监测点A2,0,0,38,24,0,0,21.3,70,1011.4,1.4,9.4
2019/5/2 12:00,监测点A2,4,32,44,27,42,0.8,22,67,1011,1.6,7.1
2019/5/2 13:00,监测点A2,2,33,33,20,42,0.8,22,67,1010.4,1.3,5.6
2019/5/2 14:00,监测点A2,2,36,35,19,42,0.8,22,67,1009.8,1.8,7.5
2019/5/2 15:00,监测点A2,1,43,39,22,33,0.8,20.6,77,1009.5,1.4,21.7
2019/5/2 16:00,监测点A2,1,48,37,24,17,0.8,19.6,84,1010,1.5,25.3
2019/5/2 17:00,监测点A2,1,36,28,24,34,0.8,19.4,82,1010,2.2,11.3
2019/5/2 18:00,监测点A2,1,45,14,16,22,0.8,20,82,1010,1.4,8
2019/5/2 19:00,监测点A2,1,41,25,16,15,0.8,20,81,1010.8,1.4,12.2
2019/5/2 20:00,监测点A2,1,44,20,10,10,0.8,20,82,1011,1.4,6.4
2019/5/2 21:00,监测点A2,1,37,17,12,20,0.7,20,81,1011.3,0.8,6.4
2019/5/2 22:00,监测点A2,2,37,12,13,25,0.7,20,80,1012,0.8,5.1
2019/5/2 23:00,监测点A2,2,51,19,13,9,0.7,20,80,1012,1.1,11.3
2019/5/3 0:00,监测点A2,2,47,18,13,9,0.7,20,81,1012,1.1,8.6
2019/5/3 1:00,监测点A2,2,42,23,21,14,0.7,20,79,1011.4,1.5,5.1
2019/5/3 2:00,监测点A2,2,38,16,16,15,0.6,20,78,1011,1.4,7.8
2019/5/3 3:00,监测点A2,1,33,21,16,17,0.6,19.3,79,1010.6,0.7,5.4
2019/5/3 4:00,监测点A2,2,33,19,16,15,0.6,19.6,79,1010.2,0.5,7.2
2019/5/3 5:00,监测点A2,2,35,19,14,12,0.6,20,79,1010.9,0.7,4.3
2019/5/3 6:00,监测点A2,2,40,25,14,10,0.7,20,77,1011.8,1,7.4
2019/5/3 7:00,监测点A2,2,41,24,14,14,0.7,20,75,1012.4,1.4,6.4
2019/5/3 8:00,监测点A2,2,34,28,18,32,0.6,20.1,71,1013,1.7,4.2
2019/5/3 9:00,监测点A2,2,33,28,13,36,0.6,21,69,1013.6,1.4,4.9
2019/5/3 10:00,监测点A2,2,28,26,17,46,0.6,21.3,66,1013.7,1.7,5.9
2019/5/3 11:00,监测点A2,3,27,27,14,52,0.6,22,65,1013,1.5,4.2
2019/5/3 12:00,监测点A2,5,25,36,19,74,0.6,22.8,61,1012.9,1.4,7.1
2019/5/3 13:00,监测点A2,4,29,39,25,114,0.7,23,58,1012,1.2,6.7
2019/5/3 14:00,监测点A2,4,37,52,32,127,0.6,23,57,1011.3,1.2,8.9
2019/5/3 15:00,监测点A2,4,37,68,36,131,0.7,23,59,1011,1.1,5.9
2019/5/3 16:00,监测点A2,4,37,73,33,127,0.7,23,59,1010.9,1.2,6.6
2019/5/3 17:00,监测点A2,4,40,83,37,121,0.7,23,59,1010.2,0.8,6.8
2019/5/3 18:00,监测点A2,4,47,83,42,111,0.8,23,60,1010.8,0.8,5.5
2019/5/3 19:00,监测点A2,5,58,94,46,94,0.8,23,61,1011.6,0.5,5.2
2019/5/3 20:00,监测点A2,5,48,159,65,89,0.9,22.6,61,1012,0.1,8
2019/5/3 21:00,监测点A2,5,62,101,54,66,0.9,22.8,61,1012,0.3,9.8
2019/5/3 22:00,监测点A2,4,62,102,54,57,0.9,23,60,1012.9,0.3,11.5
2019/5/3 23:00,监测点A2,4,58,100,55,53,1,22.2,61,1013,0.3,15.2
2019/5/4 0:00,监测点A2,4,43,122,72,53,0.7,22,64,1012.8,0.4,14
2019/5/4 1:00,监测点A2,4,48,83,42,37,0.7,22,67,1011.4,0.2,7.8
2019/5/4 2:00,监测点A2,4,62,81,40,19,0.7,22,67,1011,0,33
2019/5/4 3:00,监测点A2,4,66,71,42,15,0.7,22,68,1010.9,0.4,5.4
2019/5/4 4:00,监测点A2,5,77,78,44,5,0.8,22,69,1010.4,0.5,4.2
2019/5/4 5:00,监测点A2,5,74,106,50,6,0.7,22,67,1010.9,0.5,4.4
2019/5/4 6:00,监测点A2,4,49,100,47,43,0.6,22,64,1011,1.1,7.8
2019/5/4 7:00,监测点A2,4,46,78,30,58,0.5,22,59,1011.2,1,7.6
2019/5/4 8:00,监测点A2,4,50,70,28,57,0.6,22,56,1012,0.9,7.5
2019/5/4 9:00,监测点A2,4,77,69,25,37,0.7,22,55,1012,0.5,7.9
2019/5/4 10:00,监测点A2,4,70,65,35,42,0.6,21.3,57,1012.3,0.7,8.4
2019/5/4 11:00,监测点A2,4,66,70,27,51,0.5,21.1,53,1012,1,7.5
2019/5/4 12:00,监测点A2,4,51,59,25,70,0.5,21.9,48,1011.3,1.5,8.7
2019/5/4 13:00,监测点A2,3,70,47,18,42,0.6,20,64,1010.4,1.1,16.6
2019/5/4 14:00,监测点A2,3,76,52,24,36,0.6,20,63,1010,0.6,22.8
2019/5/4 15:00,监测点A2,3,84,48,26,33,0.7,18.5,74,1009.1,0.4,12.1
2019/5/4 16:00,监测点A2,3,76,43,29,55,0.7,19,74,1009,0.5,7.2
2019/5/4 17:00,监测点A2,2,66,54,28,76,0.6,18.1,79,1009,0.9,5.5
2019/5/4 18:00,监测点A2,2,54,48,27,80,0.7,17.3,83,1009.1,0.8,6.9
2019/5/4 19:00,监测点A2,2,67,55,32,50,0.7,18,85,1009.4,0.8,6.8
2019/5/4 20:00,监测点A2,2,47,48,38,56,0.6,18,86,1010,1.1,6.6
2019/5/4 21:00,监测点A2,2,37,37,28,60,0.5,18,84,1010,1.4,6.9
2019/5/4 22:00,监测点A2,2,36,38,27,55,0.5,18,84,1010.5,1.1,9.9
2019/5/4 23:00,监测点A2,2,41,31,23,40,0.5,18,86,1010.2,0.9,5.3
2019/5/5 0:00,监测点A2,2,62,33,25,13,0.7,18,86,1010,1,10.7
2019/5/5 1:00,监测点A2,2,37,44,34,34,0.5,18,86,1009,1.1,5.1
2019/5/5 2:00,监测点A2,2,40,29,23,29,0.5,18,86,1009,0.8,4.9
2019/5/5 3:00,监测点A2,3,49,29,25,15,0.5,18,86,1008.3,0.9,7.5
2019/5/5 4:00,监测点A2,2,48,34,21,18,0.5,18,85,1008,1.1,4.8
2019/5/5 5:00,监测点A2,3,37,24,20,32,0.5,18,83,1008,1,5.5
2019/5/5 6:00,监测点A2,2,42,15,19,28,0.6,18,83,1008,1,4.7
2019/5/5 7:00,监测点A2,2,54,19,17,14,0.6,18,86,1008.4,1.1,7.4
2019/5/5 8:00,监测点A2,2,55,16,11,11,0.7,18.6,86,1008.9,0.7,3.3
2019/5/5 9:00,监测点A2,2,48,26,15,19,0.7,19,85,1008,1.2,4.9
2019/5/5 10:00,监测点A2,3,47,21,17,24,0.7,19.2,83,1008,0.8,4.8
2019/5/5 11:00,监测点A2,3,53,25,19,22,0.7,20,81,1007.8,0.8,11.2
2019/5/5 12:00,监测点A2,4,52,36,26,24,0.8,20,81,1007,0.7,5.5
2019/5/5 13:00,监测点A2,4,52,39,27,25,0.8,20,81,1006.2,0.9,6.1
2019/5/5 14:00,监测点A2,3,53,39,25,25,0.8,20,81,1005.1,0.6,7
2019/5/5 15:00,监测点A2,3,61,52,28,19,0.8,20,82,1005,0.7,19.3
2019/5/5 16:00,监测点A2,3,72,53,29,5,0.9,20,85,1004.4,1.3,25.5
2019/5/5 17:00,监测点A2,3,73,51,34,3,0.9,20,86,1004.2,1.3,12.1
2019/5/5 18:00,监测点A2,2,69,42,36,3,0.9,20,86,1005,1.2,7.1
2019/5/5 19:00,监测点A2,2,65,32,25,3,0.9,20,87,1005.6,0.9,7.9
2019/5/5 20:00,监测点A2,3,61,33,29,3,0.8,19.9,87,1006.2,0.9,3.5
2019/5/5 21:00,监测点A2,2,53,27,21,8,0.7,19.9,87,1007,0.7,3.5
2019/5/5 22:00,监测点A2,3,49,36,19,12,0.7,19.2,87,1007,0.9,5.1
2019/5/5 23:00,监测点A2,3,51,27,21,8,0.7,19,87,1007,1,4.2
2019/5/6 0:00,监测点A2,3,54,20,23,7,0.6,19,87,1006.3,0.9,4.2
2019/5/6 1:00,监测点A2,3,44,21,16,13,0.6,19,88,1006,1,6.6
2019/5/6 2:00,监测点A2,3,46,21,15,10,0.6,19,88,1005.6,1,3.6
2019/5/6 3:00,监测点A2,3,48,15,12,8,0.6,19,88,1005,1,7.1
2019/5/6 4:00,监测点A2,2,43,11,9,11,0.6,19,88,1005.2,0.9,11.3
2019/5/6 5:00,监测点A2,2,45,9,9,9,0.5,19,88,1006,1,2.2
2019/5/6 6:00,监测点A2,2,49,9,9,5,0.6,19,88,1006,0.8,6.1
2019/5/6 7:00,监测点A2,2,46,8,8,5,0.7,19,88,1006.7,0.9,7.3
2019/5/6 8:00,监测点A2,2,48,11,15,6,0.8,19.9,88,1007,1,2.7
2019/5/6 9:00,监测点A2,2,49,11,11,8,0.7,20,86,1007.4,1.1,6.5
2019/5/6 10:00,监测点A2,2,44,20,10,18,0.7,20.4,83,1007.1,1.2,5.2
2019/5/6 11:00,监测点A2,3,46,21,14,18,0.7,21,82,1007,1.5,3.6
2019/5/6 12:00,监测点A2,3,47,25,16,20,0.7,21,82,1007,1.3,6
2019/5/6 13:00,监测点A2,4,48,34,19,22,0.7,21,79,1006.6,1.5,3.8
2019/5/6 14:00,监测点A2,3,48,38,17,20,0.7,21,83,1005.7,1.4,6.5
2019/5/6 15:00,监测点A2,3,44,33,19,25,0.6,21,82,1005,1.4,3.7
2019/5/6 16:00,监测点A2,3,50,38,22,19,0.6,21,81,1005,1.3,4.4
2019/5/6 17:00,监测点A2,3,55,35,16,13,0.8,20.7,85,1005,1.2,5
2019/5/6 18:00,监测点A2,2,54,32,22,10,0.8,20,86,1005.4,1.3,4.1
2019/5/6 19:00,监测点A2,2,50,26,18,11,0.7,20,86,1006,1.3,5.9
2019/5/6 20:00,监测点A2,2,51,22,18,6,0.7,20,86,1006.9,0.6,5.8
2019/5/6 21:00,监测点A2,2,54,27,17,3,0.7,20,86,1007.4,0.7,5.4
2019/5/6 22:00,监测点A2,2,42,26,19,17,0.6,20,85,1008,1.3,4.1
2019/5/6 23:00,监测点A2,2,40,12,11,15,0.6,20,86,1008.1,1,6.5
2019/5/7 0:00,监测点A2,2,45,15,11,8,0.6,20,87,1008,0.8,3.8
2019/5/7 1:00,监测点A2,2,51,17,12,4,0.6,20,87,1007.8,1,8.3
2019/5/7 2:00,监测点A2,2,50,10,9,5,0.5,20,86,1007,1,2.8
2019/5/7 3:00,监测点A2,2,44,16,9,9,0.5,20,86,1007,0.7,2.9
2019/5/7 4:00,监测点A2,2,46,18,9,5,0.5,19.4,86,1007,1.1,8
2019/5/7 5:00,监测点A2,2,45,16,11,3,0.5,19,86,1007,1.1,7.4
2019/5/7 6:00,监测点A2,2,42,10,13,3,0.6,19.1,85,1008,0.9,8.1
2019/5/7 7:00,监测点A2,3,41,15,15,6,0.7,19.8,83,1008,1.5,3.1
2019/5/7 8:00,监测点A2,3,34,12,11,18,0.6,20,80,1008,1.5,5
2019/5/7 9:00,监测点A2,4,30,12,7,22,0.7,20.2,77,1008.9,1.1,5.7
2019/5/7 10:00,监测点A2,4,28,18,8,31,0.6,21,73,1008.9,1.5,5.4
2019/5/7 11:00,监测点A2,4,35,21,10,32,0.6,21,72,1009,1.4,6.6
2019/5/7 12:00,监测点A2,4,31,27,14,51,0.6,21,70,1008.1,1.3,7
2019/5/7 13:00,监测点A2,3,31,30,13,59,0.6,21,70,1008,1.1,6
2019/5/7 14:00,监测点A2,3,32,28,14,60,0.6,21,71,1007,1.2,7.6
2019/5/7 15:00,监测点A2,3,48,32,12,47,0.7,20.7,76,1007,1,8.7
2019/5/7 16:00,监测点A2,3,63,50,23,32,0.7,20,81,1006.5,0.8,8.7
2019/5/7 17:00,监测点A2,2,65,46,27,18,0.8,20,83,1006.9,0.8,8.5
2019/5/7 18:00,监测点A2,2,60,27,21,18,0.9,20,84,1007,0.9,7.1
2019/5/7 19:00,监测点A2,2,57,32,29,13,0.8,20,85,1007,0.6,7.5
2019/5/7 20:00,监测点A2,3,56,43,33,8,0.8,20,85,1007.3,0.8,7.7
2019/5/7 21:00,监测点A2,3,52,42,31,6,0.7,20,84,1008,0.8,6.6
2019/5/7 22:00,监测点A2,3,48,44,30,4,0.7,20,84,1008.8,0.3,4.6
2019/5/7 23:00,监测点A2,3,49,42,32,2,0.8,20,83,1009,0.2,3.4
2019/5/8 0:00,监测点A2,4,47,46,29,2,0.8,20,84,1008.8,0.2,6.5
2019/5/8 1:00,监测点A2,3,45,39,30,2,0.7,20,84,1008,0.7,6.8
2019/5/8 2:00,监测点A2,3,45,43,30,3,0.7,20,84,1008,1,7.3
2019/5/8 3:00,监测点A2,3,44,36,21,8,0.6,20,83,1007,0.4,6.5
2019/5/8 4:00,监测点A2,3,44,33,25,7,0.6,19.7,82,1007,1.2,5.4
2019/5/8 5:00,监测点A2,5,38,36,25,15,0.6,19.7,81,1007,1.3,4.5
2019/5/8 6:00,监测点A2,4,41,33,26,10,0.7,19,83,1007,0.8,6.8
2019/5/8 7:00,监测点A2,5,33,30,24,15,0.7,19,82,1007,1.3,5.3
2019/5/8 8:00,监测点A2,5,33,22,14,14,0.8,19.6,82,1007.3,1.2,6.2
2019/5/8 9:00,监测点A2,4,38,33,23,12,0.8,20,80,1008,0.9,5.5
2019/5/8 10:00,监测点A2,4,42,40,24,14,0.7,20,78,1008,1.5,4.6
2019/5/8 11:00,监测点A2,5,47,40,19,11,0.8,19.2,83,1008,1.2,4.6
2019/5/8 12:00,监测点A2,0,0,0,29,0,0,19.2,85,1007.9,0.9,7
2019/5/8 13:00,监测点A2,6,0,28,31,6,0.7,19.8,85,1006.6,1.5,6.6
2019/5/8 14:00,监测点A2,2,35,15,14,13,0.6,20,84,1006,1.2,3.1
2019/5/8 15:00,监测点A2,3,37,15,9,12,0.6,20,83,1005.1,1.1,7.5
2019/5/8 16:00,监测点A2,3,45,12,11,7,0.7,20,84,1005,0.7,4.3
2019/5/8 17:00,监测点A2,3,45,24,18,5,0.9,20,85,1005,0.2,4.3
2019/5/8 18:00,监测点A2,3,47,22,15,3,1,20,85,1005.2,0.5,6.8
2019/5/8 19:00,监测点A2,2,49,33,23,2,0.9,20,85,1006,0.5,6.1
2019/5/8 20:00,监测点A2,2,48,27,24,2,0.8,20,86,1006.5,0.4,4.7
2019/5/8 21:00,监测点A2,3,49,24,23,2,0.8,20,85,1007,0.6,9.4
2019/5/8 22:00,监测点A2,3,48,27,23,2,0.8,20,86,1007,0.6,4.6
2019/5/8 23:00,监测点A2,2,44,24,17,3,0.7,20,86,1007,0.7,6.2
2019/5/9 0:00,监测点A2,2,41,14,14,2,0.6,19.6,87,1007,0.9,6.2
2019/5/9 1:00,监测点A2,2,38,18,17,4,0.6,19,87,1007,1.1,20.8
2019/5/9 2:00,监测点A2,2,40,9,9,6,0.5,19,87,1007,0.9,15.3
2019/5/9 3:00,监测点A2,2,39,8,10,3,0.6,19,88,1006.3,0.8,20
2019/5/9 4:00,监测点A2,2,34,9,8,1,0.6,19,87,1006,1.1,25
2019/5/9 5:00,监测点A2,2,28,12,11,2,0.6,19.1,85,1006,1.1,14.3
2019/5/9 6:00,监测点A2,3,31,14,12,3,0.7,20,85,1006,0.5,14.1
2019/5/9 7:00,监测点A2,2,31,10,11,6,0.8,20,84,1006.7,0.6,30.1
2019/5/9 8:00,监测点A2,3,32,18,11,5,0,20.1,81,1007,0.9,22.9
2019/5/9 9:00,监测点A2,3,36,30,15,6,0.9,21,79,1007,1,23
2019/5/9 10:00,监测点A2,3,35,34,21,11,0.8,22,74,1007,0.9,7
2019/5/9 11:00,监测点A2,3,33,32,18,19,0.7,22.8,71,1006.5,1.4,10.5
2019/5/9 12:00,监测点A2,2,27,31,14,44,0.6,24.1,65,1006,1.5,6.2
2019/5/9 13:00,监测点A2,2,30,25,16,48,0.6,25,63,1005.2,0.4,22.7
2019/5/9 14:00,监测点A2,2,0,24,15,39,0.7,25,63,1004.2,0.5,28.2
2019/5/9 15:00,监测点A2,2,28,33,17,51,0,25,63,1004,1.3,27.8
2019/5/9 16:00,监测点A2,6,37,36,19,83,78.1,25.4,62,1004,1,12.2
2019/5/9 17:00,监测点A2,3,49,50,0,67,0.8,25.2,62,1004,0.6,4.4
2019/5/9 18:00,监测点A2,2,50,48,11,61,0.9,25.2,63,1004,0.6,25
2019/5/9 19:00,监测点A2,3,84,53,13,27,1.1,25,65,1005,0.2,30.4
2019/5/9 20:00,监测点A2,3,82,79,31,15,1.6,25,67,1005.6,0,14
2019/5/9 21:00,监测点A2,0,77,102,45,4,1.5,25,67,1006,0.3,31.4
2019/5/9 22:00,监测点A2,4,0,94,42,4,1.1,24.2,68,1006.7,0.3,29.7
2019/5/9 23:00,监测点A2,5,72,63,27,2,1.1,24,69,1006.7,0.4,32.3
2019/5/10 0:00,监测点A2,6,70,76,30,2,1.1,24,71,1007,0.5,28
2019/5/10 1:00,监测点A2,6,71,82,29,2,1.1,24,71,1006.7,0.5,31.1
2019/5/10 2:00,监测点A2,7,67,78,32,2,1.1,23.2,72,1006,0.3,26
2019/5/10 3:00,监测点A2,7,63,76,28,2,1.1,23,72,1006.2,0.2,32.2
2019/5/10 4:00,监测点A2,7,57,77,28,2,1,23,73,1006.2,0,29
2019/5/10 5:00,监测点A2,6,53,72,25,2,1,23,74,1006.4,0.7,30.8
2019/5/10 6:00,监测点A2,6,49,63,27,2,0.9,23,73,1007,0.9,29.4
2019/5/10 7:00,监测点A2,7,41,55,17,6,0.8,23.2,70,1007.9,1.5,19.8
2019/5/10 8:00,监测点A2,7,40,43,11,10,0.8,24,66,1008.4,1.1,19.6
2019/5/10 9:00,监测点A2,7,41,46,14,14,0.8,24.5,64,1009,1.4,27.4
2019/5/10 10:00,监测点A2,7,45,52,15,18,0.8,24.9,63,1009,1.5,29.7
2019/5/10 11:00,监测点A2,7,40,60,15,35,0.8,25.6,59,1008.9,1.4,29.6
